"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"4518","FDI22",12.6,"Low Fat",0.096604361,"Snack Foods",207.0612,"OUT018","Medium","Tier 3","Supermarket Type2",2995.7909644448
"4519","FDT09",15.15,"Regular",0,"Snack Foods",132.9284,"OUT013","High","Tier 3","Supermarket Type1",2186.48368610964
"4520","DRC24",NA,"Low Fat",0.02470108,"Soft Drinks",154.0998,"OUT027","Medium","Tier 3","Supermarket Type3",3885.23864193154
"4521","FDT39",6.26,"Regular",0.009867915,"Meat",149.1366,"OUT046","Small","Tier 1","Supermarket Type1",2438.40388206109
"4522","FDX28",6.325,"Low Fat",0.125431986,"Frozen Foods",98.4042,"OUT045",NA,"Tier 2","Supermarket Type1",1502.15824084441
"4523","FDA50",16.25,"Low Fat",0.087530252,"Dairy",95.141,"OUT018","Medium","Tier 3","Supermarket Type2",1216.17716810519
"4524","FDT33",NA,"Regular",0.033826055,"Snack Foods",168.4158,"OUT027","Medium","Tier 3","Supermarket Type3",4165.49810440612
"4525","FDQ60",6.195,"Regular",0.10954449,"Baking Goods",120.4098,"OUT049","Medium","Tier 1","Supermarket Type1",2085.65494605084
"4526","NCM19",12.65,"Low Fat",0.04742967,"Others",112.0202,"OUT018","Medium","Tier 3","Supermarket Type2",1509.850208697
"4527","FDF40",20.25,"Regular",0.022512133,"Dairy",248.4092,"OUT046","Small","Tier 1","Supermarket Type1",3913.73608546026
"4528","NCI30",20.25,"Low Fat",0.058924378,"Household",245.046,"OUT035","Small","Tier 2","Supermarket Type1",3967.04924841794
"4529","FDK34",13.35,"Low Fat",0.038586582,"Snack Foods",238.0564,"OUT049","Medium","Tier 1","Supermarket Type1",3850.97543199218
"4530","FDA38",NA,"Low Fat",0.025356532,"Dairy",239.4538,"OUT027","Medium","Tier 3","Supermarket Type3",5194.56041470668
"4531","FDT02",12.6,"LF",0.024243799,"Dairy",36.9874,"OUT045",NA,"Tier 2","Supermarket Type1",486.635253502382
"4532","FDC11",20.5,"Low Fat",0.142594879,"Starchy Foods",87.7172,"OUT017",NA,"Tier 2","Supermarket Type1",1560.60568663368
"4533","FDD08",8.3,"Low Fat",0.035354361,"Fruits and Vegetables",39.9506,"OUT046","Small","Tier 1","Supermarket Type1",721.679709091142
"4534","NCS29",9,"Low Fat",0.069545461,"Health and Hygiene",262.9884,"OUT046","Small","Tier 1","Supermarket Type1",4154.05363990478
"4535","DRI03",6.03,"Low Fat",0.038001328,"Dairy",176.6028,"OUT010",NA,"Tier 3","Grocery Store",851.495982502742
"4536","FDK48",7.445,"Low Fat",0.037625107,"Baking Goods",73.2354,"OUT035","Small","Tier 2","Supermarket Type1",1353.18282073785
"4537","FDM52",15.1,"Low Fat",0.026033836,"Frozen Foods",149.5076,"OUT049","Medium","Tier 1","Supermarket Type1",2453.8870203729
"4538","FDP49",9,"Regular",0.069075897,"Breakfast",57.0614,"OUT035","Small","Tier 2","Supermarket Type1",1144.19179851073
"4539","DRA24",19.35,"Regular",0.039928237,"Soft Drinks",164.5868,"OUT046","Small","Tier 1","Supermarket Type1",2624.45439613179
"4540","NCJ43",6.635,"Low Fat",0.027111488,"Household",172.5396,"OUT049","Medium","Tier 1","Supermarket Type1",2817.99526310705
"4541","FDE11",17.7,"Regular",0.135369952,"Starchy Foods",183.6924,"OUT045",NA,"Tier 2","Supermarket Type1",2901.43614787329
"4542","FDP01",20.75,"Regular",0.063424403,"Breakfast",154.3682,"OUT049","Medium","Tier 1","Supermarket Type1",2590.49538887408
"4543","FDQ59",9.8,"reg",0.056616236,"Breads",84.6908,"OUT018","Medium","Tier 3","Supermarket Type2",1047.6492524933
"4544","FDA43",NA,"Low Fat",0.113238888,"Fruits and Vegetables",194.5794,"OUT019","Small","Tier 1","Grocery Store",1220.77266047868
"4545","FDL14",8.115,"Regular",0.03234077,"Canned",154.3972,"OUT017",NA,"Tier 2","Supermarket Type1",2664.53756836831
"4546","FDV50",14.3,"Low Fat",0,"Dairy",124.173,"OUT010",NA,"Tier 3","Grocery Store",19.6723557336116
"4547","FDT01",NA,"Regular",0.183275872,"Canned",210.4902,"OUT027","Medium","Tier 3","Supermarket Type3",4857.94324314941
"4548","NCC42",15,"Low Fat",0.044899912,"Health and Hygiene",139.9838,"OUT035","Small","Tier 2","Supermarket Type1",2370.86503013204
"4549","FDO28",5.765,"Low Fat",0.07229836,"Frozen Foods",118.8098,"OUT046","Small","Tier 1","Supermarket Type1",1896.93960278999
"4550","FDD32",NA,"Regular",0.071666638,"Fruits and Vegetables",80.6276,"OUT019","Small","Tier 1","Grocery Store",-516.193532426177
"4551","FDV45",16.75,"Low Fat",0.045038921,"Snack Foods",185.8556,"OUT035","Small","Tier 2","Supermarket Type1",3078.11487288464
"4552","NCW17",NA,"Low Fat",0.033942792,"Health and Hygiene",126.5994,"OUT019","Small","Tier 1","Grocery Store",115.723051421372
"4553","NCJ17",NA,"Low Fat",0.151817729,"Health and Hygiene",86.0224,"OUT027","Medium","Tier 3","Supermarket Type3",2840.30173311545
"4554","NCF18",18.35,"Low Fat",0.089120941,"Household",190.5504,"OUT049","Medium","Tier 1","Supermarket Type1",3076.16605377315
"4555","FDP01",20.75,"Regular",0.063454375,"Breakfast",153.2682,"OUT045",NA,"Tier 2","Supermarket Type1",2400.52427685077
"4556","FDH24",20.7,"Low Fat",0.021474597,"Baking Goods",156.9288,"OUT045",NA,"Tier 2","Supermarket Type1",2411.87250720386
"4557","FDI38",NA,"Regular",0.014556069,"Canned",208.7638,"OUT027","Medium","Tier 3","Supermarket Type3",4825.02088126391
"4558","FDX03",15.85,"Regular",0.061084423,"Meat",44.7744,"OUT035","Small","Tier 2","Supermarket Type1",938.612357275623
"4559","FDY28",7.47,"Regular",0.152150971,"Frozen Foods",213.5218,"OUT046","Small","Tier 1","Supermarket Type1",3409.98351407115
"4560","FDN34",15.6,"Regular",0.045950668,"Snack Foods",170.8132,"OUT018","Medium","Tier 3","Supermarket Type2",2467.77743212739
"4561","FDJ02",17.2,"Regular",0.02521782,"Canned",148.5418,"OUT045",NA,"Tier 2","Supermarket Type1",2355.76267277336
"4562","FDW40",NA,"Regular",0.184096112,"Frozen Foods",140.7812,"OUT019","Small","Tier 1","Grocery Store",365.252141347201
"4563","FDX03",15.85,"Regular",0.06144156,"Meat",43.4744,"OUT017",NA,"Tier 2","Supermarket Type1",899.769599784427
"4564","FDE17",NA,"Regular",0.054191792,"Frozen Foods",152.1366,"OUT027","Medium","Tier 3","Supermarket Type3",3890.86848548885
"4565","FDT58",9,"Low Fat",0.085954716,"Snack Foods",167.4816,"OUT046","Small","Tier 1","Supermarket Type1",2663.83306644272
"4566","FDI38",13.35,"Regular",0.014614728,"Canned",207.9638,"OUT013","High","Tier 3","Supermarket Type1",3394.38099396306
"4567","FDW22",9.695,"Regular",0.030284659,"Snack Foods",223.3114,"OUT035","Small","Tier 2","Supermarket Type1",3716.47115593872
"4568","FDS15",NA,"Regular",0.077682589,"Meat",109.2596,"OUT027","Medium","Tier 3","Supermarket Type3",3256.71304742756
"4569","NCX06",17.6,"Low Fat",0.01567399,"Household",181.9976,"OUT013","High","Tier 3","Supermarket Type1",2877.92548081718
"4570","DRK47",7.905,"Low Fat",0.064052266,"Hard Drinks",229.9694,"OUT035","Small","Tier 2","Supermarket Type1",3789.87109184063
"4571","FDC23",NA,"Low Fat",0.017819491,"Starchy Foods",178.0686,"OUT027","Medium","Tier 3","Supermarket Type3",4299.73863638167
"4572","FDM56",16.7,"Low Fat",0.117486329,"Fruits and Vegetables",107.4912,"OUT010",NA,"Tier 3","Grocery Store",-143.81210785561
"4573","FDP21",7.42,"Regular",0.025740842,"Snack Foods",190.0872,"OUT046","Small","Tier 1","Supermarket Type1",3060.64854250478
"4574","FDP58",11.1,"Low Fat",0.135142318,"Snack Foods",218.8482,"OUT046","Small","Tier 1","Supermarket Type1",3459.45825129061
"4575","FDA27",NA,"Regular",0.054150291,"Dairy",254.7672,"OUT019","Small","Tier 1","Grocery Store",2120.64082108047
"4576","FDK41",NA,"Low Fat",0.223309091,"Frozen Foods",85.5224,"OUT019","Small","Tier 1","Grocery Store",-538.074259851417
"4577","NCH42",6.86,"Low Fat",0.03653732,"Household",230.601,"OUT046","Small","Tier 1","Supermarket Type1",3624.61476594711
"4578","FDG29",17.6,"Low Fat",0.056406081,"Frozen Foods",42.5454,"OUT045",NA,"Tier 2","Supermarket Type1",611.263126317681
"4579","FDW15",15.35,"Regular",0.055338105,"Meat",150.4734,"OUT018","Medium","Tier 3","Supermarket Type2",2164.64897074139
"4580","FDD28",10.695,"Low Fat",0.053513977,"Frozen Foods",59.1904,"OUT018","Medium","Tier 3","Supermarket Type2",682.184979801342
"4581","FDQ37",20.75,"Low Fat",0.089399444,"Breakfast",193.9478,"OUT049","Medium","Tier 1","Supermarket Type1",3164.68655961405
"4582","FDC23",18,"Low Fat",0.017902817,"Starchy Foods",178.2686,"OUT035","Small","Tier 2","Supermarket Type1",2993.52730920988
"4583","FDV13",17.35,"Regular",0.027605646,"Canned",88.9856,"OUT035","Small","Tier 2","Supermarket Type1",1647.40904335918
"4584","FDK33",17.85,"Low Fat",0.01123525,"Snack Foods",211.856,"OUT046","Small","Tier 1","Supermarket Type1",3337.82415966316
"4585","FDO33",14.75,"Low Fat",0.089248129,"Snack Foods",113.1518,"OUT013","High","Tier 3","Supermarket Type1",1837.45766383672
"4586","FDN21",18.6,"Low Fat",0.077290355,"Snack Foods",161.9236,"OUT017",NA,"Tier 2","Supermarket Type1",2618.88844263292
"4587","NCW06",NA,"Low Fat",0.050096661,"Household",192.4162,"OUT027","Medium","Tier 3","Supermarket Type3",4471.56633299603
"4588","FDI38",13.35,"Regular",0.014624135,"Canned",207.2638,"OUT035","Small","Tier 2","Supermarket Type1",3496.17895554185
"4589","FDC21",NA,"Regular",0.04275079,"Fruits and Vegetables",107.7254,"OUT027","Medium","Tier 3","Supermarket Type3",3254.03239687431
"4590","NCS05",11.5,"LF",0.020978072,"Health and Hygiene",132.8942,"OUT046","Small","Tier 1","Supermarket Type1",2091.72042879986
"4591","NCN53",5.175,"Low Fat",0.030402657,"Health and Hygiene",37.0874,"OUT049","Medium","Tier 1","Supermarket Type1",741.560730827026
"4592","FDV40",17.35,"Low Fat",0.024591034,"Frozen Foods",74.8038,"OUT010",NA,"Tier 3","Grocery Store",-739.505879056425
"4593","FDG60",20.35,"Low Fat",0.061043068,"Baking Goods",233.0616,"OUT017",NA,"Tier 2","Supermarket Type1",3733.50353013913
"4594","NCY30",NA,"Low Fat",0.025827578,"Household",182.7976,"OUT027","Medium","Tier 3","Supermarket Type3",4319.7127314422
"4595","FDM40",10.195,"Low Fat",0.160261305,"Frozen Foods",141.0154,"OUT045",NA,"Tier 2","Supermarket Type1",2158.1378754348
"4596","NCO30",19.5,"Low Fat",0,"Household",183.3608,"OUT046","Small","Tier 1","Supermarket Type1",2865.29581081341
"4597","FDK10",5.785,"Regular",0.04035886,"Snack Foods",181.366,"OUT046","Small","Tier 1","Supermarket Type1",2927.98681692628
"4598","FDM36",11.65,"Regular",0.058849939,"Baking Goods",172.7422,"OUT045",NA,"Tier 2","Supermarket Type1",2717.10981913994
"4599","FDN10",11.5,"Low Fat",0.046085421,"Snack Foods",117.6124,"OUT013","High","Tier 3","Supermarket Type1",1913.05187190858
"4600","FDM46",7.365,"Low Fat",0.160619486,"Snack Foods",93.612,"OUT018","Medium","Tier 3","Supermarket Type2",1239.68976818778
"4601","FDX50",20.1,"LF",0.074743226,"Dairy",111.5228,"OUT049","Medium","Tier 1","Supermarket Type1",1805.53667936283
"4602","FDP33",18.7,"Low Fat",0.0894533,"Snack Foods",254.3672,"OUT045",NA,"Tier 2","Supermarket Type1",3921.89489440834
"4603","FDO12",15.75,"Low Fat",0,"Baking Goods",194.8452,"OUT045",NA,"Tier 2","Supermarket Type1",3011.48123673045
"4604","FDC28",7.905,"Low Fat",0.05494116,"Frozen Foods",110.4254,"OUT013","High","Tier 3","Supermarket Type1",1792.61838075602
"4605","FDO31",6.76,"Regular",0.02904146,"Fruits and Vegetables",80.796,"OUT045",NA,"Tier 2","Supermarket Type1",1326.27710271139
"4606","FDX45",16.75,"Low Fat",0.104835967,"Snack Foods",154.863,"OUT035","Small","Tier 2","Supermarket Type1",2595.6650222833
"4607","FDV21",11.5,"Low Fat",0.171348934,"Snack Foods",125.7704,"OUT049","Medium","Tier 1","Supermarket Type1",2106.56776898723
"4608","FDH04",6.115,"Regular",0.011390654,"Frozen Foods",91.0488,"OUT049","Medium","Tier 1","Supermarket Type1",1602.83448573843
"4609","NCG54",12.1,"Low Fat",0.079739853,"Household",169.4106,"OUT013","High","Tier 3","Supermarket Type1",2692.40934516682
"4610","FDO13",7.865,"Low Fat",0.061059672,"Breakfast",162.7526,"OUT046","Small","Tier 1","Supermarket Type1",2606.72248574464
"4611","FDA09",NA,"Regular",0.148643089,"Snack Foods",179.766,"OUT027","Medium","Tier 3","Supermarket Type3",4342.63990264218
"4612","FDC38",15.7,"Low Fat",0.123186843,"Canned",133.5942,"OUT017",NA,"Tier 2","Supermarket Type1",2219.82994359422
"4613","NCO42",21.25,"Low Fat",0.024655594,"Household",144.0102,"OUT046","Small","Tier 1","Supermarket Type1",2249.42447643926
"4614","FDL45",15.6,"Low Fat",0.037746432,"Snack Foods",123.8704,"OUT049","Medium","Tier 1","Supermarket Type1",2069.22294026737
"4615","NCK31",10.895,"Low Fat",0.027025266,"Others",52.2666,"OUT013","High","Tier 3","Supermarket Type1",890.605868506569
"4616","FDM39",6.42,"Low Fat",0.053773114,"Dairy",179.0002,"OUT017",NA,"Tier 2","Supermarket Type1",2877.31114717196
"4617","FDC22",6.89,"reg",0.228353164,"Snack Foods",192.482,"OUT010",NA,"Tier 3","Grocery Store",1065.33131749447
"4618","FDF46",7.07,"LF",0.093671176,"Snack Foods",115.3834,"OUT046","Small","Tier 1","Supermarket Type1",1824.02701675594
"4619","FDQ37",20.75,"Low Fat",0.08944169,"Breakfast",192.0478,"OUT045",NA,"Tier 2","Supermarket Type1",2962.26215614436
"4620","FDH41",9,"Low Fat",0.137270472,"Frozen Foods",213.4534,"OUT010",NA,"Tier 3","Grocery Store",1434.61969585824
"4621","FDQ04",6.4,"Low Fat",0.084753606,"Frozen Foods",40.2796,"OUT046","Small","Tier 1","Supermarket Type1",673.287134672962
"4622","NCQ02",NA,"Low Fat",0,"Household",189.2556,"OUT027","Medium","Tier 3","Supermarket Type3",4418.59070614366
"4623","FDJ57",NA,"Regular",0.021469174,"Seafood",187.6582,"OUT027","Medium","Tier 3","Supermarket Type3",4658.30581525324
"4624","NCE07",8.18,"Low Fat",0.013150445,"Household",140.6154,"OUT049","Medium","Tier 1","Supermarket Type1",2318.11624630637
"4625","FDE56",17.25,"Regular",0.159062948,"Fruits and Vegetables",60.2194,"OUT013","High","Tier 3","Supermarket Type1",1092.41810413103
"4626","FDI20",19.1,"Low Fat",0.038623716,"Fruits and Vegetables",209.6586,"OUT049","Medium","Tier 1","Supermarket Type1",3439.76956247327
"4627","FDK36",7.09,"Low Fat",0,"Baking Goods",49.1034,"OUT018","Medium","Tier 3","Supermarket Type2",557.91560078433
"4628","FDP08",NA,"Regular",0.111865695,"Fruits and Vegetables",191.8478,"OUT027","Medium","Tier 3","Supermarket Type3",4567.01014051589
"4629","FDF44",7.17,"Regular",0.060065869,"Fruits and Vegetables",130.9968,"OUT017",NA,"Tier 2","Supermarket Type1",2307.36957954358
"4630","NCU53",5.485,"Low Fat",0.042993634,"Health and Hygiene",167.3842,"OUT017",NA,"Tier 2","Supermarket Type1",2796.81838077975
"4631","FDF47",20.85,"Low Fat",0.097599775,"Starchy Foods",224.8746,"OUT035","Small","Tier 2","Supermarket Type1",3713.62504653176
"4632","FDS55",7.02,"Low Fat",0.135852194,"Fruits and Vegetables",149.7734,"OUT010",NA,"Tier 3","Grocery Store",504.203115240859
"4633","FDZ52",19.2,"LF",0.167504237,"Frozen Foods",110.5886,"OUT010",NA,"Tier 3","Grocery Store",-218.433121710879
"4634","FDL04",19,"Low Fat",0.112379351,"Frozen Foods",105.3622,"OUT018","Medium","Tier 3","Supermarket Type2",1385.18811595367
"4635","NCM26",20.5,"Low Fat",0.023138823,"Others",152.734,"OUT035","Small","Tier 2","Supermarket Type1",2549.03915275746
"4636","FDX43",5.655,"Low Fat",0,"Fruits and Vegetables",168.05,"OUT049","Medium","Tier 1","Supermarket Type1",2817.5387481185
"4637","FDP52",18.7,"Regular",0.070801636,"Frozen Foods",227.801,"OUT049","Medium","Tier 1","Supermarket Type1",3707.75846538977
"4638","DRK49",14.15,"LF",0.036016611,"Soft Drinks",41.4138,"OUT045",NA,"Tier 2","Supermarket Type1",594.962739383856
"4639","FDE38",6.52,"Low Fat",0.04457004,"Canned",165.3842,"OUT013","High","Tier 3","Supermarket Type1",2702.57237334933
"4640","DRF13",12.1,"Low Fat",0.029775731,"Soft Drinks",145.2444,"OUT035","Small","Tier 2","Supermarket Type1",2438.11082279387
"4641","FDK41",14.3,"Low Fat",0.213478694,"Frozen Foods",84.9224,"OUT010",NA,"Tier 3","Grocery Store",-576.214706817107
"4642","FDJ04",NA,"Low Fat",0.123849384,"Frozen Foods",120.0124,"OUT027","Medium","Tier 3","Supermarket Type3",3349.18016986917
"4643","FDZ44",8.185,"Low Fat",0.038886823,"Fruits and Vegetables",118.5808,"OUT018","Medium","Tier 3","Supermarket Type2",1668.56203861783
"4644","FDS11",7.05,"Regular",0.055512274,"Breads",225.7088,"OUT013","High","Tier 3","Supermarket Type1",3659.75356377491
"4645","FDA55",17.2,"Regular",0.05707763,"Fruits and Vegetables",224.8088,"OUT049","Medium","Tier 1","Supermarket Type1",3721.13600556295
"4646","NCW53",18.35,"LF",0.030495077,"Health and Hygiene",194.0162,"OUT046","Small","Tier 1","Supermarket Type1",3030.20434767512
"4647","FDB49",NA,"Regular",0,"Baking Goods",99.8384,"OUT027","Medium","Tier 3","Supermarket Type3",3109.33217967871
"4648","FDD23",9.5,"Regular",0.048960915,"Starchy Foods",188.1898,"OUT017",NA,"Tier 2","Supermarket Type1",3187.39477356527
"4649","NCV42",6.26,"Low Fat",0.031485704,"Household",110.0228,"OUT045",NA,"Tier 2","Supermarket Type1",1672.68302517946
"4650","NCZ29",15,"Low Fat",0.071662195,"Health and Hygiene",127.7362,"OUT018","Medium","Tier 3","Supermarket Type2",1759.92506349319
"4651","FDQ26",13.5,"Regular",0.067815921,"Dairy",58.0562,"OUT013","High","Tier 3","Supermarket Type1",993.623715708935
"4652","FDV08",7.35,"LF",0.028756673,"Fruits and Vegetables",40.5454,"OUT017",NA,"Tier 2","Supermarket Type1",760.03218185063
"4653","FDC53",8.68,"Low Fat",0.008849431,"Frozen Foods",99.9384,"OUT049","Medium","Tier 1","Supermarket Type1",1694.42636316263
"4654","FDV58",20.85,"LF",0.202948268,"Snack Foods",197.4452,"OUT010",NA,"Tier 3","Grocery Store",1145.87149219645
"4655","NCP02",NA,"Low Fat",0.078454358,"Household",58.3562,"OUT019","Small","Tier 1","Grocery Store",-968.370671867222
"4656","DRI37",15.85,"Low Fat",0.107816091,"Soft Drinks",56.8904,"OUT045",NA,"Tier 2","Supermarket Type1",836.614094645009
"4657","FDQ12",12.65,"Low Fat",0.035465802,"Baking Goods",229.601,"OUT049","Medium","Tier 1","Supermarket Type1",3731.2327701795
"4658","FDE33",19.35,"Regular",0.049635605,"Fruits and Vegetables",76.5644,"OUT046","Small","Tier 1","Supermarket Type1",1312.62539677942
"4659","FDX27",20.7,"Regular",0.114348523,"Dairy",95.0436,"OUT045",NA,"Tier 2","Supermarket Type1",1449.42610189926
"4660","FDM22",14,"Regular",0.042195096,"Snack Foods",51.564,"OUT017",NA,"Tier 2","Supermarket Type1",951.607921676856
"4661","NCH30",NA,"Low Fat",0.117578079,"Household",113.886,"OUT019","Small","Tier 1","Grocery Store",-103.828357780366
"4662","FDC04",15.6,"Low Fat",0.045240103,"Dairy",241.7854,"OUT017",NA,"Tier 2","Supermarket Type1",3901.84567933716
"4663","FDO38",17.25,"low fat",0.072839052,"Canned",79.7986,"OUT046","Small","Tier 1","Supermarket Type1",1366.72206853458
"4664","FDV52",NA,"Regular",0.120932251,"Frozen Foods",117.0466,"OUT027","Medium","Tier 3","Supermarket Type3",3347.33494903775
"4665","FDB32",20.6,"Low Fat",0.023433422,"Fruits and Vegetables",94.5778,"OUT013","High","Tier 3","Supermarket Type1",1578.98563016297
"4666","FDV43",16,"Low Fat",0.077168705,"Fruits and Vegetables",46.5086,"OUT018","Medium","Tier 3","Supermarket Type2",531.834834526298
"4667","FDI24",10.3,"Low Fat",0.079064574,"Baking Goods",178.237,"OUT018","Medium","Tier 3","Supermarket Type2",2562.00656581232
"4668","FDR40",9.1,"Regular",0.008079833,"Frozen Foods",81.7618,"OUT017",NA,"Tier 2","Supermarket Type1",1415.60177391063
"4669","FDW02",4.805,"Regular",0.037758036,"Dairy",124.5704,"OUT049","Medium","Tier 1","Supermarket Type1",2112.022469214
"4670","FDE44",14.65,"LF",0.171654513,"Fruits and Vegetables",48.4692,"OUT049","Medium","Tier 1","Supermarket Type1",906.557516789302
"4671","FDL38",13.8,"Regular",0.014733108,"Canned",89.4172,"OUT046","Small","Tier 1","Supermarket Type1",1517.90902761908
"4672","NCT54",8.695,"Low Fat",0,"Household",96.0094,"OUT010",NA,"Tier 3","Grocery Store",-403.468508086658
"4673","DRJ39",20.25,"Low Fat",0.060802383,"Dairy",219.7482,"OUT010",NA,"Tier 3","Grocery Store",1496.18117882616
"4674","FDW55",12.6,"Regular",0.022004053,"Fruits and Vegetables",248.6092,"OUT049","Medium","Tier 1","Supermarket Type1",4100.34326324082
"4675","DRF13",NA,"Low Fat",0.052143322,"Soft Drinks",144.5444,"OUT019","Small","Tier 1","Grocery Store",380.401601650121
"4676","NCW17",18,"Low Fat",0.019416374,"Health and Hygiene",129.5994,"OUT049","Medium","Tier 1","Supermarket Type1",2157.35985266624
"4677","FDP13",8.1,"Regular",0.134298156,"Canned",40.448,"OUT035","Small","Tier 2","Supermarket Type1",909.368900625898
