"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"5425","NCH55",16.35,"Low Fat","Household",127.202,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1844.9997696038
"5426","FDT44",12.5450877151077,"Low Fat","Fruits and Vegetables",117.1466,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3045.77151166392
"5427","DRG49",7.81,"Low Fat","Soft Drinks",242.8486,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3897.5072172149
"5428","FDX46",12.3,"Regular","Snack Foods",57.6562,"OUT010",1998,"Medium","Tier 3","Grocery Store",-1111.32858868355
"5429","DRG36",14.15,"Low Fat","Soft Drinks",170.6106,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3377.29863990859
"5430","FDU37",9.5,"reg","Canned",80.996,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1843.61876133392
"5431","FDK10",5.785,"Regular","Snack Foods",181.666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2256.94949849346
"5432","DRF37",13.0135262893068,"Low Fat","Soft Drinks",261.391,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4875.47912620468
"5433","FDC44",15.6,"Low Fat","Fruits and Vegetables",112.6518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2305.84956958009
"5434","FDP15",15.2,"Low Fat","Meat",257.433,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5443.95882234008
"5435","FDZ27",10.5001056159547,"Low Fat","Dairy",49.535,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2267.11176591091
"5436","FDY22",14.6003029420338,"Regular","Snack Foods",143.4128,"OUT019",1985,"Small","Tier 1","Grocery Store",231.591446659929
"5437","DRG51",12.1,"Low Fat","Dairy",165.9526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2562.90118976793
"5438","FDN58",13.8,"Regular","Snack Foods",233.5984,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4913.07117829957
"5439","FDW01",14.5,"Low Fat","Canned",154.0682,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1572.72498426261
"5440","FDX24",8.355,"Low Fat","Baking Goods",93.5462,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1213.03224263074
"5441","FDO51",6.785,"Regular","Meat",42.6112,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",472.527872118891
"5442","FDJ52",13.5265649466272,"Low Fat","Frozen Foods",161.5578,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3463.43937496576
"5443","NCY06",15.25,"Low Fat","Household",129.4968,"OUT010",1998,"Small","Tier 3","Grocery Store",252.126138065049
"5444","FDE20",11.35,"Regular","Fruits and Vegetables",168.179,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3038.07878542004
"5445","FDT23",7.72,"Regular","Breads",76.2986,"OUT010",1998,"Small","Tier 3","Grocery Store",-617.897325488996
"5446","FDQ51",16,"Regular","Meat",49.1718,"OUT046",1997,"Small","Tier 1","Supermarket Type1",802.272860351007
"5447","FDE35",7.06,"Regular","Starchy Foods",59.9904,"OUT046",1997,"Small","Tier 1","Supermarket Type1",885.465229852794
"5448","FDB46",10.5,"reg","Snack Foods",212.4244,"OUT013",1987,"High","Tier 3","Supermarket Type1",3572.4333685427
"5449","NCG19",20.25,"Low Fat","Household",233.1616,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2443.12775357627
"5450","NCL06",14.65,"Low Fat","Household",260.4594,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3235.19379850768
"5451","FDT36",12.0923547365693,"Low Fat","Baking Goods",34.3874,"OUT019",1985,"Small","Tier 1","Grocery Store",-1106.17582767569
"5452","FDC56",7.72,"Low Fat","Fruits and Vegetables",121.344,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2324.89152570226
"5453","FDJ26",15.3,"Regular","Canned",214.7218,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2598.52758600518
"5454","FDZ59",6.63,"Regular","Baking Goods",168.35,"OUT017",2007,"High","Tier 2","Supermarket Type1",3338.0776615751
"5455","FDV11",10.0073813852765,"Regular","Breads",176.3054,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3561.6136883643
"5456","FDR13",9.895,"Regular","Canned",115.3492,"OUT010",1998,"Small","Tier 3","Grocery Store",-631.53960347154
"5457","FDI15",13.8,"low fat","Dairy",263.6884,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4021.90122109053
"5458","FDF47",20.85,"Low Fat","Starchy Foods",223.6746,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2187.80163225183
"5459","NCB54",11.8246751389856,"Low Fat","Health and Hygiene",129.4336,"OUT019",1985,"Small","Tier 1","Grocery Store",-98.0764918267661
"5460","NCK19",14.6599806941668,"Low Fat","Others",192.5478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4258.01974776044
"5461","FDX16",17.85,"Low Fat","Frozen Foods",151.305,"OUT017",2007,"High","Tier 2","Supermarket Type1",2585.73339789861
"5462","FDL50",12.15,"Regular","Canned",126.1046,"OUT045",2002,"High","Tier 2","Supermarket Type1",1443.98883565245
"5463","NCE31",7.67,"Low Fat","Household",35.2216,"OUT035",2004,"Small","Tier 2","Supermarket Type1",691.761283745204
"5464","DRJ01",6.135,"Low Fat","Soft Drinks",161.6236,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1518.31798553144
"5465","FDE22",9.695,"Low Fat","Snack Foods",160.392,"OUT013",1987,"High","Tier 3","Supermarket Type1",2564.90830846308
"5466","FDY20",13.4375350470919,"Regular","Fruits and Vegetables",89.0488,"OUT019",1985,"Small","Tier 1","Grocery Store",-654.452936874544
"5467","NCO14",9.6,"Low Fat","Household",44.6086,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",430.839567977747
"5468","NCR50",20.2,"Low Fat","Household",151.434,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3788.97204990914
"5469","DRM47",9.3,"Low Fat","Hard Drinks",191.1846,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3183.69294051798
"5470","FDO27",6.175,"Regular","Meat",96.1752,"OUT010",1998,"Small","Tier 3","Grocery Store",-322.562841189209
"5471","FDJ20",14.0573271298258,"Regular","Fruits and Vegetables",124.8388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3329.01458031036
"5472","NCX17",21.25,"Low Fat","Health and Hygiene",234.73,"OUT013",1987,"High","Tier 3","Supermarket Type1",3436.5539954272
"5473","FDG59",15.85,"Low Fat","Starchy Foods",36.9164,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",376.395769107425
"5474","FDD52",18.25,"Regular","Dairy",108.657,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1440.06119615602
"5475","FDO48",15,"Regular","Baking Goods",221.9456,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3088.58067288436
"5476","FDC59",12.010337569068,"Regular","Starchy Foods",63.7168,"OUT019",1985,"Small","Tier 1","Grocery Store",-740.319159314537
"5477","FDS15",9.195,"Regular","Meat",108.0596,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2173.07570806246
"5478","FDB47",8.8,"Low Fat","Snack Foods",210.5612,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2399.30173103783
"5479","FDV14",14.1369843387071,"Low Fat","Dairy",87.1856,"OUT019",1985,"Small","Tier 1","Grocery Store",-927.945178593532
"5480","FDB27",7.575,"LF","Dairy",195.3768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3333.07106214085
"5481","FDA35",14.85,"Regular","Baking Goods",124.1072,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2649.76197535768
"5482","FDN51",17.85,"Regular","Meat",261.4936,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4643.67102852103
"5483","FDO39",12.7623071677548,"Regular","Meat",181.9608,"OUT019",1985,"Small","Tier 1","Grocery Store",1782.74690495258
"5484","FDB28",6.615,"Low Fat","Dairy",197.7426,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2487.42768096682
"5485","DRJ25",14.6,"Low Fat","Soft Drinks",49.5692,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1065.44967252491
"5486","FDH46",11.2672623536816,"Regular","Snack Foods",100.5332,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2769.95251886268
"5487","FDI10",8.51,"Regular","Snack Foods",172.4422,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2740.94794922721
"5488","FDU21",11.8,"Regular","Snack Foods",32.7558,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",205.617181195215
"5489","FDD09",13.5,"Low Fat","Fruits and Vegetables",180.1976,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3143.83797094762
"5490","FDD10",20.6,"Regular","Snack Foods",179.3344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1859.9791283094
"5491","FDN31",11.5,"Low Fat","Fruits and Vegetables",191.453,"OUT010",1998,"Small","Tier 3","Grocery Store",429.394796848979
"5492","FDA46",13.6,"Low Fat","Snack Foods",196.4136,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3243.31871268658
"5493","FDM56",16.7,"LF","Fruits and Vegetables",107.9912,"OUT046",1997,"Small","Tier 1","Supermarket Type1",856.731380658632
"5494","FDF11",10.195,"Regular","Starchy Foods",239.6538,"OUT010",1998,"High","Tier 3","Grocery Store",1305.50552498265
"5495","FDS32",17.75,"Regular","Fruits and Vegetables",140.0838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1620.93701151454
"5496","NCM06",7.475,"Low Fat","Household",152.7656,"OUT013",1987,"High","Tier 3","Supermarket Type1",2355.72686213971
"5497","FDZ26",11.6,"Regular","Dairy",239.5222,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3734.47376373906
"5498","FDO01",21.1,"Regular","Breakfast",130.1994,"OUT013",1987,"High","Tier 3","Supermarket Type1",1639.26123010575
"5499","FDJ46",11.1,"Low Fat","Snack Foods",174.6054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2881.4488162685
"5500","FDG26",14.9472617348137,"Low Fat","Canned",257.833,"OUT019",1985,"Small","Tier 1","Grocery Store",1775.28047636926
"5501","FDZ38",17.6,"Low Fat","Dairy",174.0422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4044.81852911765
"5502","NCO55",12.8,"Low Fat","Others",105.2938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1844.0785716515
"5503","FDT60",12,"Low Fat","Baking Goods",123.9388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2323.84405217113
"5504","FDW37",19.2,"Low Fat","Canned",91.6488,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1080.17256435035
"5505","NCK42",7.475,"LF","Household",214.6192,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3345.83854174776
"5506","FDA45",21.25,"Low Fat","Snack Foods",175.437,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2516.99110321634
"5507","FDW55",12.6,"Regular","Fruits and Vegetables",250.8092,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3881.42938584848
"5508","FDY44",14.15,"Regular","Fruits and Vegetables",196.011,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3041.95729617938
"5509","FDQ31",5.785,"Regular","Fruits and Vegetables",85.8856,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1257.11504953093
"5510","FDM09",11.15,"Regular","Snack Foods",171.179,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2033.33471391665
"5511","FDH12",9.6,"Low Fat","Baking Goods",105.228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1475.7439441642
"5512","NCQ43",17.75,"Low Fat","Others",109.8912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1262.47563640158
"5513","FDT33",7.81,"Regular","Snack Foods",166.8158,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2513.11813499381
"5514","NCT41",15.7,"Low Fat","Health and Hygiene",150.3024,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2085.39353016103
"5515","DRJ25",14.6,"Low Fat","Soft Drinks",50.3692,"OUT010",1998,"Small","Tier 3","Grocery Store",-817.864044724206
"5516","NCQ41",14.8,"Low Fat","Health and Hygiene",196.5794,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2657.4201934732
"5517","NCN17",11,"Low Fat","Health and Hygiene",100.8358,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1391.03813638101
"5518","DRO35",13.9153622147574,"Low Fat","Hard Drinks",117.7492,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4005.55888427271
"5519","FDU27",18.6,"Regular","Meat",48.5376,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",655.555947858835
"5520","FDY43",11.8762467768109,"Low Fat","Fruits and Vegetables",169.2474,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2443.13154881796
"5521","FDG46",8.63,"Regular","Snack Foods",115.7518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2701.42123154715
"5522","DRL49",13.15,"Low Fat","Soft Drinks",143.9812,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",912.306719911806
"5523","NCB55",15.7,"Low Fat","Household",58.0562,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",818.46101633416
"5524","FDK28",5.695,"Low Fat","Frozen Foods",259.4646,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4978.14842089637
"5525","FDO49",10.6,"Regular","Breakfast",49.4008,"OUT045",2002,"High","Tier 2","Supermarket Type1",928.448119131146
"5526","FDT03",21.25,"Low Fat","Meat",182.2608,"OUT013",1987,"High","Tier 3","Supermarket Type1",1729.18497827247
"5527","FDW33",12.3096198866402,"Low Fat","Snack Foods",104.728,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2935.23634810564
"5528","FDR02",16.7,"Low Fat","Dairy",110.2886,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2303.35916564017
"5529","FDF50",4.905,"Low Fat","Canned",198.2768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3108.73181720866
"5530","FDA40",16,"Regular","Frozen Foods",88.6856,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",521.496714950259
"5531","NCT53",5.4,"Low Fat","Health and Hygiene",164.9526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1638.02112282633
"5532","FDY60",10.5,"Regular","Baking Goods",141.9128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2642.73232222528
"5533","FDP44",13.9145172552297,"Regular","Fruits and Vegetables",102.7332,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3170.07236393882
"5534","NCQ50",18.75,"Low Fat","Household",213.8218,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3979.7365500801
"5535","NCC30",16.6,"Low Fat","Household",177.9344,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2296.14627656246
"5536","FDQ60",6.195,"Regular","Baking Goods",120.6098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1801.28134227068
"5537","FDG41",8.84,"Regular","Frozen Foods",109.1228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1505.15279913235
"5538","FDQ03",15,"Regular","Meat",237.0248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2360.62654607542
"5539","FDM03",12.65,"Low Fat","Meat",106.7938,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1297.89343419431
"5540","FDZ51",11.3,"Regular","Meat",93.3094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1163.83515000084
"5541","DRF51",15.75,"Low Fat","Dairy",38.7506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",921.977861016255
"5542","FDF39",14.85,"Regular","Dairy",261.491,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",5633.02124315735
"5543","FDW52",14,"reg","Frozen Foods",163.2526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3352.07760136799
"5544","FDY22",16.5,"Regular","Snack Foods",145.5128,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2178.8322073823
"5545","FDG14",9,"Regular","Canned",150.1024,"OUT013",1987,"High","Tier 3","Supermarket Type1",3896.19389687146
"5546","FDA57",18.85,"Low Fat","Snack Foods",39.748,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",644.875906265292
"5547","FDL45",13.0708694336732,"Low Fat","Snack Foods",126.6704,"OUT019",1985,"Small","Tier 1","Grocery Store",644.014143291884
"5548","FDX28",6.325,"Low Fat","Frozen Foods",97.5042,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1815.99798824888
"5549","NCQ54",17.7,"Low Fat","Household",169.8474,"OUT013",1987,"High","Tier 3","Supermarket Type1",3671.56893315824
"5550","FDH40",11.6,"Regular","Frozen Foods",80.3276,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1201.37246441349
"5551","FDU52",7.56,"Low Fat","Frozen Foods",157.363,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2148.97499609378
"5552","FDT60",12,"Low Fat","Baking Goods",123.6388,"OUT010",1998,"Medium","Tier 3","Grocery Store",164.097379408455
"5553","FDK08",9.195,"Regular","Fruits and Vegetables",99.9016,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1452.4844930182
"5554","FDN04",11.8,"Regular","Frozen Foods",179.4344,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2418.67910992069
"5555","FDE50",19.7,"Regular","Canned",187.4556,"OUT013",1987,"High","Tier 3","Supermarket Type1",3029.23513322621
"5556","FDI16",14,"Regular","Frozen Foods",51.364,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1209.56364944418
"5557","FDM50",13,"Regular","Canned",60.522,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",876.643176752817
"5558","NCV30",20.2,"Low Fat","Household",62.351,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1131.38729378499
"5559","FDT44",16.6,"Low Fat","Fruits and Vegetables",116.0466,"OUT013",1987,"High","Tier 3","Supermarket Type1",1574.64731187918
"5560","FDY60",10.5,"Regular","Baking Goods",145.3128,"OUT013",1987,"High","Tier 3","Supermarket Type1",2516.39406147292
"5561","FDT56",16,"Regular","Fruits and Vegetables",58.9246,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1066.13199127487
"5562","FDV58",20.85,"Low Fat","Snack Foods",194.9452,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2114.79889886263
"5563","FDU04",7.93,"Low Fat","Frozen Foods",123.2414,"OUT013",1987,"High","Tier 3","Supermarket Type1",2043.55441444766
"5564","NCN05",13.3292921149778,"LF","Health and Hygiene",184.795,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3788.49865203922
"5565","FDI53",8.895,"Regular","Frozen Foods",161.6236,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1429.59807113166
"5566","FDD34",7.945,"Low Fat","Snack Foods",164.121,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2386.64756668299
"5567","FDW47",13.323582529088,"LF","Breads",123.8414,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3464.84303720069
"5568","FDT51",11.3800811302586,"Regular","Meat",111.4544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3057.08244382392
"5569","FDO27",6.175,"Regular","Meat",96.2752,"OUT013",1987,"High","Tier 3","Supermarket Type1",1592.9151442519
"5570","NCQ18",15.75,"Low Fat","Household",101.47,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1391.84224710214
"5571","NCW05",20.25,"Low Fat","Health and Hygiene",109.1938,"OUT013",1987,"High","Tier 3","Supermarket Type1",3240.33130708768
"5572","FDI15",13.8,"Low Fat","Dairy",265.0884,"OUT010",1998,"Small","Tier 3","Grocery Store",2348.87687607967
"5573","NCH43",8.42,"Low Fat","Household",216.9192,"OUT010",1998,"High","Tier 3","Grocery Store",7.87933083433967
"5574","FDT40",5.985,"Low Fat","Frozen Foods",125.8678,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1757.71156751563
"5575","NCG19",20.25,"Low Fat","Household",232.3616,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2379.90590154665
"5576","NCM30",19.1,"Low Fat","Household",40.6796,"OUT035",2004,"Small","Tier 2","Supermarket Type1",785.694718822008
"5577","FDB38",19.5,"Regular","Canned",157.992,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2608.99395633644
"5578","FDB22",8.02,"Low Fat","Snack Foods",153.8998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2284.15083949296
"5579","FDC58",10.195,"Low Fat","Snack Foods",43.8428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",321.385709489413
"5580","NCI29",8.6,"Low Fat","Health and Hygiene",140.6154,"OUT013",1987,"High","Tier 3","Supermarket Type1",1684.13380412032
"5581","FDA23",9.8,"Low Fat","Baking Goods",100.1016,"OUT010",1998,"Small","Tier 3","Grocery Store",-256.644783302881
"5582","DRG48",5.78,"Low Fat","Soft Drinks",143.9102,"OUT013",1987,"High","Tier 3","Supermarket Type1",2314.26312370125
"5583","FDV21",11.5,"Low Fat","Snack Foods",125.2704,"OUT013",1987,"High","Tier 3","Supermarket Type1",2211.78576133121
"5584","NCG18",12.2964401194194,"Low Fat","Household",101.2332,"OUT019",1985,"Small","Tier 1","Grocery Store",114.758909896165
"5585","FDG40",13.65,"Low Fat","Frozen Foods",34.4558,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",571.826470621553
"5586","FDU24",6.78,"Regular","Baking Goods",94.512,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1636.04116808688
